question,subject,text,rating,reputation,num_upvotes,num_thanks,href,question_timestamp
"In the early 1800s, how was the belief in Manifest Destiny most likely to affect the admission of new states into the Union?
The belief in Manifest Destiny meant that slavery was likely to spread to all the territories as they became new states.
The belief in Manifest Destiny meant that European nations were likely to give up their claims to territories to avoid a battle over slavery.
The belief in Manifest Destiny meant that the United States was destined to outlaw slavery in all new states.
The belief in Manifest Destiny meant that the balance between free and slave states could shift as the United States expanded to the Pacific coast.
",Social studies,"
In the early 1800s, the way that was the belief in Manifest Destiny most likely to affect the admission of new states into the Union is that The belief in Manifest Destiny meant that European nations were likely to give up their claims to territories to avoid a battle over slavery.
",1.7,Virtuoso,3,1,https://brainly.com/question/9974830,1525496217
"Scientists have observed that pythons have vestigial leg bones they have also observed that snakes in general have more DNA sequences in common with four legged geckos than they do with legless eels what do these two oppositions have in common ?

A. They both suggest that geckos involved from snakes
B. they both suggest that pythons are more primitive than other snakes
C. they both suggest that snakes involved from an ancestor with legs
D. they both suggests that snakes involved from geckos",Biology,"
I think the answer is C hope this helps 
",0,Beginner,0,0,https://brainly.com/question/9819370,1524688651
How did the roles of women change during the Civil War?,History,"
Well, more than 300 women fought during the Civil War, their role changed because they acted ""like men"". It was the FIRST time in American history where women played such an important role during the Civil War. :3

",5,Beginner,1,2,https://brainly.com/question/9994181,1525652777
"Site of the first battle of the revolutionary war

",Social studies,"
Lexington is the correct answer.
",0,Ambitious,0,0,https://brainly.com/question/9966863,1525438919
Android or Samsung?????,Computers and technology,"
I prefer Samsung lol
",0,Ambitious,0,0,https://brainly.com/question/7829777,1513717273
Android or Samsung?????,Computers and technology,"
If I was you I would choose Samsung.
 ",5,Helping Hand,1,1,https://brainly.com/question/7829777,1513717273
Attending religious rituals before a practice or a match is one of the ways individual sports develop a person's spiritual health. please select the best answer from the choices provided. t f,Social studies,"
The answer to your question is;
False!
",0,Beginner,0,1,https://brainly.com/question/9998783,1525679414
Attending religious rituals before a practice or a match is one of the ways individual sports develop a person's spiritual health. please select the best answer from the choices provided. t f,Social studies,"
Your answer will be false
",0,Ambitious,0,0,https://brainly.com/question/9998783,1525679414
HELP ME PASS CALCULUS CLASS PLS - THERE IS A PART ONE WITH AN INAPPROPRIATE ANSWER PLS HELP ME,Mathematics,"
For the first question, the region is a bit ambiguous.  and  intersect three times, and there are two regions between them. So either you're approximating



or



I'll assume the second case. Split the interval into 4 smaller ones, taking



with respective midpoints of . The length of each interval is . Note that I'm also assuming you are supposed to use equally spaced intervals. 




Skipping the second one since I already answered it.

For the third, split up the region of integration at some arbitrary constant  between  and , then differentiate and apply the fundamental theorem of calculus.










Since , it follows that  is constant.
",0,Ambitious,0,0,https://brainly.com/question/9913361,1525198183
"Dermabrasion speech intended for reproduction in writing 2. ambiguity surgical technique used to reduce skin abnormalities 3. dictation the scientific study of the origin, the behavior, and the physical, social, and cultural development of humans 4. hypoderma a layer of tissue beneath the epidermis in plants 5. geocentrism unclearness by virtue of having more than one meaning 6. egocentrism belief that the earth is the center of the solar system 7. anthropology confined in attitude or interest to one's own needs or affairs",English,"
4 hyprodermal a layer of tissue
 ",0,Helping Hand,0,0,https://brainly.com/question/9169223,1520995235
"In Python, what would I use if I wanted to iterate through two or more lists at the same time?",Computers and technology,"
ZIP IT that's how ............
",0,Brainly User,0,0,https://brainly.com/question/9368150,1522171573
"In Python, what would I use if I wanted to iterate through two or more lists at the same time?",Computers and technology,"
Use the zip() function

l1 = [1, 2, 3, 4, 5]
l2 = ['a', 'b', 'c', 'd', 'e']

for pair in zip(l1, l2):
    print(pair)
",5,Brainly User,1,0,https://brainly.com/question/9368150,1522171573
"British interference with American shipping led to the start of the- A. revolutionary war. B.French and Indian war. C.Civil war. 
D. war of 1812",History,"
British interference with American shipping led to the start of the Revolutionary War. The Revolutionary War started in 1775 and lasted for 8 years up to 1783.
",0,Ambitious,0,1,https://brainly.com/question/9948540,1525352430
"British interference with American shipping led to the start of the- A. revolutionary war. B.French and Indian war. C.Civil war. 
D. war of 1812",History,"
A. revolutionary war is the answer.

",5,Beginner,1,1,https://brainly.com/question/9948540,1525352430
"One way in which the election of 1860 was warning of the oncoming Civil War was that
A. 
Stephen Douglas won the popular vote, but lost the electoral college.
B. 
Abraham Lincoln did not receive a majority of the popular vote.
C. 
Stephen Douglas' platform called on voters to secede if he lost.
D. 
only one candidate ran against Abraham Linco",History,"
C is the answer to your question
",0,,0,0,https://brainly.com/question/9995628,1525663824
"One way in which the election of 1860 was warning of the oncoming Civil War was that
A. 
Stephen Douglas won the popular vote, but lost the electoral college.
B. 
Abraham Lincoln did not receive a majority of the popular vote.
C. 
Stephen Douglas' platform called on voters to secede if he lost.
D. 
only one candidate ran against Abraham Linco",History,"
The answer is actually B!
",0,Beginner,0,0,https://brainly.com/question/9995628,1525663824
"Which of the following is not a function of photosynthesis?A.It provides material for plant growth anddevelopmentB.It releases energy by breaking downglucoseC.Ithelps regulate Earth’s environmentD.It makes glucose, which stores energy for future use by plants andanimals",Biology,"
Option B is not function of photosynthesis because Glucose brake down occurs during respiration to release energy.
",5,Ambitious,1,0,https://brainly.com/question/9992980,1525639833
"Which of the following is not a function of photosynthesis?A.It provides material for plant growth anddevelopmentB.It releases energy by breaking downglucoseC.Ithelps regulate Earth’s environmentD.It makes glucose, which stores energy for future use by plants andanimals",Biology,"
B. it releases energy ...
",0,Beginner,0,0,https://brainly.com/question/9992980,1525639833
"The President of the United States has contacted your engineering firm because evaporation is no longer functioning on planet Earth. As an engineer, how would you resolve the lack of evaporation? Could a machine fix this issue or a tool? Be creative. You must write at least 5 sentences and support your idea with what you know about the water cycle process.",Physics,"
1. We must've acclimitized to a higher pressure, navigate the earth for low pressure mountain tops.
2. A depressurized control environment is needed so evaporation can occur using the available resources.
3. Available resources of energy need to be upgraded so outside said control environment, it can heat the water to the point of evaporation
4. A colonial mission to a nearby planet where there is evaporation must be passed for our survival as option b.
5. Environment-manipulating devices that generate tornados and hurricanes are crucial as are sustainable greenhouses and missions to expand rainforests... this will clear up the sky to let sunlight thru and create lower pressure so evaporation can occur.
",0,,0,0,https://brainly.com/question/9952090,1525369935
Name at least three examples of media and pop culture messages that encourage poor decisions regarding ATOD use.,Health,"
Even though alcohol is a bad, it is still being advertised on TV. you can see celebrities or other famous people advertising beer such as bud light and DOS in commercials.

When cigarettes first came out it was actually targeted at young adults and teens. claiming to make you look cool and be healthy for you, these were first advertised via poster but then eventually started to cross other media such as television.

Not to long ago professional e-cigarettes came out, and having been advertising substances for a long time, even though there is not a lot of research on, the e-cig company's are still pushing advertising.
",0,Ambitious,0,1,https://brainly.com/question/9111012,1520634875
What are the ways in which fashion is a serious business,Social studies,"
Fashion is a strong force that has always played a significant role in the evolution of mankind’s society. As far back as the Egyptian, Greek and Roman Empires, fashion was a key social element that reflected the society through apparel, accessories and cosmetics. Fashion also had an influence on decisions regarding politics, economy, education and art. In the ancient Roman Empire, the visual representation of fashion was so ingrained within the society that the ruling government decreed the models and colours of shoes worn by the members of each social class. Also during the early years of industrialization, wealthy Americans and Asians travelled to Europe to acquire luxury goods, boosting international trade and the expansion of the global economy. In addition, the Grand Nobles of the Renaissance period and the aristocrats of the past centuries all stamped their significance and contribution to society’s evolution through fashion. The fashion tradition remains prevalent today, albeit in a modern way.",0,Ambitious,0,0,https://brainly.com/question/9909489,1525179037
"Write a python file called regex.py that defines several variables containing compiled regular expressions, as follows:",Computers and technology,"
Start with 
def regex(enter several variables heat):
",0,Ambitious,0,0,https://brainly.com/question/9981857,1525524020
During which phase of complete metamorphosis does an organism usually stay in one location without consuming food as it develops into an adult?,Biology,"
Ans is the pupa stage
",0,Ambitious,0,0,https://brainly.com/question/9993900,1525649734
During which phase of complete metamorphosis does an organism usually stay in one location without consuming food as it develops into an adult?,Biology,"Complete Metamorphosis Has Four Stages: Egg, Larva, Pupa, and Adult.  During the Pupal stage, the larva will form a hard shell and stop eating and moving while it develops into an adult.
",0,Ace,0,0,https://brainly.com/question/9993900,1525649734
"Read the excerpt from the poem “I Am Offering This Poem.”

I have nothing else to give you, 
so it is a pot full of yellow corn 
to warm your belly in winter, 
it is a scarf for your head, to wear 
over your hair, to tie up around your face,

The poet uses metaphors mostly to emphasize the idea that the poem is

1)meaningful because the speaker is poor.
2)valuable because it provides many things.
3)nourishing like a pot of food.
4)a fashion piece or accessory, like a scarf.",English,"
The poet uses metaphor mostly to emphasize the idea that the poem is VALUABLE BECAUSE IT PROVIDES MANY THING.
In the excerpt given above, the speaker compares the poem to many things, which he do like to give to his beloved, but which he can not afford because he is poor. He compares the poem to a pot of food that keeps one warm during cold weather and it also compares it to a scarf,which provides warmness, protection and coziness. 
",5,Ambitious,1,2,https://brainly.com/question/9894726,1525113716
"Which of the following directly contributed to the economic instability of the united states in 1929 ?
A - the implementation of a personal income tax 
B - overspeculation in the stock market
C - new regulations on banking 
D - the elimination of import tariffs",History,"
I think its D hope this helps
",0,Helping Hand,0,0,https://brainly.com/question/9970388,1525459406
"The energy stored in the motion or vibration of molecules in a substance is a definition for
A. heat.
B. work.
C. radioactivity.
D. electromagnetism.
",Chemistry,"
The answer is A.

A: heat

plz give me brainliest <3
",0,Ambitious,0,0,https://brainly.com/question/9980032,1525516813
Describe any values you will share through social media to create awareness and encourage acceptance of LGBTQI individuals,History,"
Social Media is a powerful tool that can be used to promote and encourage the acceptance of the LGBTQI community.

Campaigns on Equality, Liberty and Justice for all, will be one way of promoting a more relatable image of the LGBTQI community with the average American.

Another Campaign can focus on Unity in Diversity, Being Human and Accept people who are different.

These messages are powerful and can resonate with a lot of people, especially the young.
",1,Ambitious,1,0,https://brainly.com/question/9973718,1525492210
"One noteworthy change in the economy during the 1920's was 
A) a stagnant stock market. B) decreased consumer confidence. C) decreased spending on discretionary goods. D) increased speculation in the stock market.",History,"
The answer is a hope this helps
",0,Ambitious,0,0,https://brainly.com/question/9897036,1525125507
"Explain one example of action taken by the Roosevelt administration during the Great Depression in the following areas:

Finance or trading on stock market
Employment
Welfare for the elderly

",History,"
Franklin D. Roosevelt, in his New Deal, made one of the most popular social programs to help the elderly. This is called the Social Security Administration. 

The Social Security Administration still exists today. This program provides direct financial assistance (aka money) to elderly American citizens. All American citizens pay into this system through taxes and are able to receive money from this agency once they reach a certain age. This program also results in the development of each citizen having a social security number, which is an important piece of information that allows the government to keep records of American citizens. 
",0,Ambitious,0,0,https://brainly.com/question/9828185,1524726047
"Of the intolerable acts, which was going to hurt the Boston Economy the most ?",History,"
The act that would hurt it the most was the Boston Port Act which shut down Boston's Port so they could no longer trade.
",5,Helping Hand,1,0,https://brainly.com/question/998447,1455868688
"Throughout the 1970s and 80s, the ""Moral Majority"" played a very influential role in U.S. politics. Which of these measures did the group campaign for? A) passage of ""Affirmative Action"" legislation B) a nation-wide ban on abortion and homosexuality C) term limits for U.S. Senators and Representatives D) a reduction in censorship of American media and entertainment",History,"
Throughout the 1970s and 80s, the ""Moral Majority"" played a very influential role in U.S. politics.  The measures that the group campaigned for was a nation-wide ban on abortion and homosexuality. ",5,Ambitious,1,0,https://brainly.com/question/9992418,1525633034
"Which of the following groups from the novel The Great Gatsby, by F. Scott Fitzgerald, were disenfranchised? 
I. East Egg residents such as Tom
II. Residents of the ash heap area
III. African Americans
IV. Yale graduates

A. I and III only 
B. I, II, and III only 
C. II and III only 
D. I, II and IV only 
E. II, III, and IV only",English,"
Its D
D. I, II and IV only 
also this book is amazing :) ",3,Ambitious,2,0,https://brainly.com/question/9835080,1524752862
"Unemployment can force the economy into a contraction because consumers stop purchasing high priced products.
True
False",Business,"
I think it’s true, not 100% sure though. Hope this would help
",0,Beginner,0,0,https://brainly.com/question/9992774,1525637476
"Unemployment can force the economy into a contraction because consumers stop purchasing high priced products.
True
False",Business,"
I would think it’s true, I mean if you and a surplus of people were laid the last thing you would want is high priced goods you want to save money til you can find a job, you know. It makes sense to me. I think it’s true.
",0,Helping Hand,0,0,https://brainly.com/question/9992774,1525637476
A physics student takes her pulse and determines that her heart beats periodically 60 times in 60 seconds. the period of her heartbeat is,Biology,"
The correct answer is 1 second.
A period is a physical term which describes the time needed for one cycle of vibration to complete and reach a certain point. In this example, the term period refers to the time needed for one complete heartbeat to occur. Since 60 heartbeats occur in 60 seconds, then one heartbeat needs 1 second to complete. 

",0,Ambitious,0,0,https://brainly.com/question/9945514,1525341625
Please please help with this chemistry questions!!!,Chemistry,"
Number 7 is 40 degrees Celcius

",0,Beginner,0,0,https://brainly.com/question/9937558,1525312632
What is science fiction,English,"
A make believe scientific saying.
",0,,0,0,https://brainly.com/question/9984106,1525565760
What is science fiction,English,"
Science fiction is based on imagined future , science , technological advance, major social, environmental changes, frequently portraying space, time travel, and life on other planets
",0,Helping Hand,0,0,https://brainly.com/question/9984106,1525565760
How is the yo-yo different from the Rubik's cube?,History,"
A yo-yo is a circle with a piece of string attached that helps it go up and down and a Rubick's cube is a movable puzzle box that is completed when all the colors are matched up. 

How's that? 
",0,Helping Hand,0,0,https://brainly.com/question/9371536,1522189939
"What has been an advantage of producing transgenic plants?

A) Increasing the food supply.
B) Using more pesticides.
C) Producing clones.
D) Studying human genes.",Biology,"
Option A is the correct answer.
",3,Ambitious,1,1,https://brainly.com/question/9993142,1525641316
"What has been an advantage of producing transgenic plants?

A) Increasing the food supply.
B) Using more pesticides.
C) Producing clones.
D) Studying human genes.",Biology,"
A is most likely the answer.

Hope this Helped!

;D
Brainliest???
",5,Brainly User,2,1,https://brainly.com/question/9993142,1525641316
How many grams of sodium chloride must dissolve in 750.0 g of water to make a 0.50 molal solution?,Chemistry,"
Molality is defined as the number of moles of solute in 1 kg of solvent.
molality of solution to be prepared is 0.50 molal
this means that in 1000 g of water there should be 0.50 mol of NaCl
if 1000 g of water should contain - 0.50 mol 
then 750.0 g of water requires - 0.50 mol/kg x 0.750 kg = 0.375 mol
mass of NaCl in 0.375 mol - 58.5 g/mol x 0.375 mol = 21.9 g
therefore a mass of 21.9 g of NaCl is required 
",0,Ambitious,0,0,https://brainly.com/question/9998653,1525678811
"An LED requires a forward-bias voltage of ________ volt(s). 

A. 0.5 to 0.7
B. 1.5 to 2.2
C. 4.5 to 5.1
D. 0.3 to 0.5
GMLAN is the General Motors term for which type of module communication? 

A. High-speed CAN
B. Class 2
C. UART
D. Keyword 2000
What is the function of a capacitor in an electrical circuit? 

A. Current-limiting resistor
B. Energy storage device
C. Current-timing device
D. One-way current switch
""Breakdown voltage"" is the voltage at which a Zener diode will 

A. get damaged as a result of overload.
B. stop the flow of either forward or reverse current.
C. allow reverse current to flow.
D. stop the flow of reverse current.
Emitter, base, and collector are the terminals of a 

A. zener diode.
B. transistor.
C. capacitor.
D. diode.
Capacitors are rated by which of these units? 

A. Milliohms
B. Microcoulombs
C. Microfarads
D. Megawatts
The _______ is the unit of measurement for capacitor rating. 

A. volt
B. ampere
C. farad
D. ohm
A capacitor used for spike protection will normally be placed in 

A. parallel with a resistor in series to the load or circuit.
B. either series or parallel to the load or circuit.
C. parallel to the load or circuit.
D. series to the load or circuit.
The law of magnetism states that 

A. like poles repel and unlike poles attract.
B. north poles repel and south poles attract.
C. unlike poles repel and like poles attract.
D. charged poles repel and uncharged poles attract.
A serial data line or bus is used for which of the following purposes? 

A. Carry many electrical messages at one time
B. Check the bulbs in the instrument panel display
C. Transmit pulses from the ignition primary coil to the tachometer
D. Light a warning light when the driver's seatbelt is unbuckled
GM Class 2 communication toggles between 

A. 5 and 7 V.
B. 0 and 12 V.
C. 7 and 12 V.
D. 0 and 7 V.
Technician A says that module communications networks are used to reduce the number of wires in a vehicle. Technician B says that a communications network is used to share data from sensors, which can be used by many different modules. Which technician is correct? 

A. Technician B only
B. Technician A only
C. Both Technician A and Technician B
D. Neither Technician A nor Technician B
A magnetic field is created around a wire when 

A. the wire is connected between two grounds.
B. current is flowing through the wire.
C. the wire is part of an open circuit.
D. the wire is looped around a coil.
In most automotive electrical circuits, a relay is used in which of the following situations? 

A. A higher-current circuit controls a lower-current circuit.
B. A higher-voltage circuit controls a lower-voltage circuit.
C. A lower-voltage circuit controls a higher-voltage circuit.
D. A lower-current circuit controls a higher-current circuit.
A diagnostic scan tool connects to the vehicle using the 

A. engine control module.
B. powertrain control module.
C. data link connector.
D. body control module.
A diode with high resistance or an infinite reading in both directions is 

A. open.
B. forward biased.
C. reverse biased.
D. shorted.
Two technicians are discussing how capacitors work. Technician A says that, in an open circuit, a capacitor will hold its charge until it's connected to an external circuit. Technician B says that theoretically a capacitor will hold its charge indefinitely. Who is correct? 

A. Technician A
B. Both Technicians A and B
C. Technician B
D. Neither Technician A nor B
All of the following can be added to a circuit to reduce electromagnetic interference, except 

A. ground wires.
B. a capacitor.
C. a diode.
D. a coil.
Technician A says when you push the horn button, electromagnetism moves an iron bar inside the horn, which opens and closes contacts in the horn circuit. Technician B says most vehicle horn circuits use a relay. Which technician is correct? 

A. Technician A only
B. Both Technician A and Technician B
C. Technician B only
D. Neither Technician A nor Technician B
A/an _______ is a material with four electrons in the valence ring. 

A. compound
B. semiconductor
C. insulator
D. conductor
exam2

1. Technician A says that dynamic voltage is the voltage (usually of a battery) that exists without a load being applied. Technician B says that open circuit voltage (OCV) is the voltage of the power source (battery) with the circuit in operation. Who is correct? 

A. Both Technicians A and B
B. Neither Technician A nor B
C. Technician B

A technician connects one lead of a digital voltmeter to the positive (+) terminal of the battery and the other meter lead to the battery terminal (B) of the starter solenoid and then cranks the engine. During cranking, the voltmeter displays a reading of 878 mV. Technician A says that this reading indicates that the resistance of positive battery cable is too high. Technician B says that this reading indicates that the starter is defective. Which technician is correct? 

A. Neither Technician A nor Technician B
B. Technician A only
C. Technician B only
D. Both Technician A and Technician B








",English,"
A,C,D,C,A,D,B,A,D and that’s all I know am sorry but I hope I help you A little bit and good luck
",1,Brainly User,3,1,https://brainly.com/question/9514896,1523068202
The sequencing of mitochondrial dna to trace changes in human ancestors over time involves which specialization of anthropology?,Biology,"
For the answer tot he questions above, the answer is ""paleoanthropology""

It is also called human paleontology. It is a branch of anthropology that is concerned with the origins and development of the early humans.
I hope my answer helped you.
",0,Ambitious,0,0,https://brainly.com/question/9984985,1525577420
"The study of how other people influence our thoughts, feelings, and actions is called _____. sociology social science social psychology sociobehavioral psychology",Social studies,"
The correct answer is social psychology.

Social psychology is a branch of psychology that investigates how others influence our cognitions, behaviors and feelings. Social psychologists are interested in studying topics such as: how being part of a group influences our behavior, what social situations lead conformity, prejudices, biases, and leadership. ",0,Ambitious,0,0,https://brainly.com/question/9995309,1525662620
"PLEASE HELP! 94 POINTS AND BRAINLIST PLZ PLZ

04.04 Using the Periodic Table Assignment 
You are an Intergalactic CSI that investigates crime scenes between galaxies!
There has been a nuclear explosion on another planet.
Your mission is to match the forensic evidence from the scene to our Earth’s Periodic Table.
Let’s make sure that you have all the atomic information that you will need!



Part 1: Mission Preparation: Use the following word bank to complete the sentences accurately.

atomic mass protons column electrons atomic number neutrons row 11 12 23

A. The _______________ ___________________ of an element includes atomic number plus the number of neutrons.

B. The atomic number represents the number of _____________________ and ___________________ in an element.

C. Elements found in the same_____________________ have similar chemical properties.

D. An element with an atomic number of 11 and an atomic mass of 23 will have __________ neutrons total.



Part 2: Mission Activated

Use information you have learned to help you match the Galactic Element Clues to our Earth elements found in the Periodic Table below. 

When you find a match, please type the galactic symbols (letter abbreviation) in the periodic table below, next to Earth’s element symbol. 

Periodic Table
Group 1 Group 2 Group 13 Group 14 Group 15 Group 16 Group 17 Group 18
1
H/Gs
1.008 

2
He/
4.003
3
Li/
7.941 4
Be/
9.012 5
B/
10.811 6
C
12.010 7
N/At
14.006 8
O/
15.999 9
F/
18.998 10
Ne/
20.179
11
Na/So
22.989 12
Mg/
24.305 13
Al/Lm
26.981 14
Si/
28.085 15
P/
30.973 16
S/
32.065 17
Cl/Ms
35.453 18
Ar/
39.948
19
K/
39.098 20
Ca/
40.078 Skip
21 - 30 31
Ga/
69.723 32
Ge/
72.64 33
As/
74.921 34
Se/
78.96 35
Br/
79.904 36
Kr/
83.8




",Chemistry,"
PART 1
A. atomic mass
B. protons and electrons 
C. column
D. 12

sorry I don't know about part 2
",5,Ambitious,2,0,https://brainly.com/question/9993365,1525643693
What type of figurative language is the following sentence Nick and Nivea never knows the air conditioner roared to life in the late afternoon,English,"
Personification because air conditioners can't roar and by saying it does you are giving an inanimate object a human quality.
",0,Virtuoso,0,0,https://brainly.com/question/9993915,1525649856
"A bear market is distinguished by ________.
a.a declining stock market and increasing investor confidence be) a declining stock market and decreasing investor confidence
c.an increasing stock market and increasing investor confidence
d.an increasing stock market and decreasing investor confidence
e.an increasing stock market and no investor confidence",Business,A bear market is distinguished by a declining stock market and decreasing investor confidence. A bear market is when security prices fall and the stock market starts to take a downward turn. The market tries to become self-sustaining so investors start to sell off their stocks and securities. ,0,Ambitious,0,0,https://brainly.com/question/9908172,1525174817
"Help plz 45 points 

A branch of chemistry that specializes in the study of carbon compounds is called what???",Physics,a branch of chemistry that specializes in the study of carbon compounds - alsoknown as organic molecules. polymer. a compound that is composed of long chains of smaller molecules.,0,Ambitious,0,0,https://brainly.com/question/9932317,1525282567
"At a fun-house you walk into a cubical room where two opposite walls are completely covered with flat mirror panels. what do you see when you look into either of the mirrored walls? how many ""images"" of yourself do you ""see""?",Biology,"
Like four i think, right?
",0,Helping Hand,0,0,https://brainly.com/question/9998981,1525680609
"While eating a peanut butter and jelly sandwich, peanut butter drips on Diana’s shirt. She tries to remove the peanut butter from her shirt by rubbing the spot with water, but it doesn’t work. What is the best explanation for why the water does not remove the peanut butter?
",Chemistry,"
It is because water is neutrul we need acid to remove stains such as something that has a higher ions
",0,Beginner,0,1,https://brainly.com/question/9998841,1525679843
"Which statement about the Chernobyl disaster is NOT true?


Despite radiation dangers, 600,000 workers, mostly soldiers, worked to clean up the accident.

Radiation levels took ten years to return to normal.

An explosion of a nuclear reactor hurled ten tons of radioactive material into the air.

The city of Pripyat was abandoned due to contamination from Chernobyl.

",History,"
2. Radiation levels took ten years to return to normal. 

The levels are still not 'normal'and won't be for a long time
",0,Helping Hand,0,0,https://brainly.com/question/9992903,1525638827
"How do you solve a Rubik's Cube?
",Mathematics,"
It depends on how the colors are located.. but you solve by twisting the rubik's cube over and over again and trying to get 3 rows of the same together on one side of the rubrics cube.that way some colors that u did not solve yet . might be matched up a little. and so the goal is to try and get all 6 sides of the rubric cube have the same color :)
",5,Beginner,1,0,https://brainly.com/question/2520706,1483058116
"How do you solve a Rubik's Cube?
",Mathematics,"1) Choose one face to start with. 
 Lets start with the color white as the first layer.
2) Solve the cross.
Find the side with the white square in the center and put it on top. Set into position the four edge pieces that contain white. (You should be able to do this by yourself without needing algorithms.) All four edge pieces can be placed in a maximum of eight moves (five or six in general). Place the cross at the bottom. Turn the cube over 180° so that the cross is now on the bottom.

3) Solve the four corners of the first layer, one by one. 
At the end of this step, the first layer should be complete, with a solid color (in this case, white) at the bottom. 
 
4) Do the same with the rest of the colors :) 
",0,Ambitious,0,0,https://brainly.com/question/2520706,1483058116
"2. what is a software that presents content and layout during the editing process very similarly to what the final product will look like?

A.interface software
B.MAC
C.user-friendly software
D.WYSIWYG 

3. which of the following defines your brain's ability to pick and choose specific information to take in and specific information to ignore?

A. functionality 
B.interactivity
C.selectivity
D.visual literacy

4. what made chair designs from the doo-wop movement popular during that era? select all that apply.

A. they could easily be mass produced.
B.they were ergonomic
C.they were expensive but fashionable.
D.they were stackable

",Arts,"
2. Not sure 3.C 4.AD
",0,Ambitious,0,0,https://brainly.com/question/9993040,1525640386
A wave with a wavelength of three meters forms in water with a depth of one meter. what type of wave is it?,Chemistry,"
A wave of the above dimensions would be considered a long shore wave.
",1.8,Ambitious,13,164,https://brainly.com/question/999708,1455895304
Read this short text: You will need the wisdom of Solomon to sort out the solution to this disagreement. This reference to Solomon is which type of allusion and meaning? Biblical—Solomon made many difficult decisions Historical—Solomon was an important historical leader Mythological—Solomon resolved conflicts magically Pop culture—Solomon was a modern reformer,English,"
Biblical-Solomon made many different decisions
",5,Beginner,5,3,https://brainly.com/question/9366846,1522164739
"Gerry and Lena work in a modern physics laboratory and study nanotechnology, which is a new type of technology that allows control over individual particles as small as molecules or atoms. Even though they work with new technology, they still follow the scientific method, so their experiments attempt to find relationships between independent and dependent variables. For each experiment involving nanotechnology, Gerry and Lena will test a(n)",Physics,"
For each experiment involving nanotechnology, Gerry and Lena will test AN HYPOTHESIS.
In scientific study, an hypothesis refers to a scientific guess or prediction, which a scientist set out to test in order to confirm if it is right or wrong. An hypothesis usually give a proposed explanation to an observed phenomenon. An appropriate experiment is then set up to examine if the hypothesis is correct. Every scientific experiment starts with an hypothesis.
",5,Ambitious,2,2,https://brainly.com/question/9821737,1524700627
"The Greek language has asserted a strong influence in the sciences, particularly the science of
A. calculus.
B. medicine.
C. engineering.
D. computer technology.",World languages,"
The anwer to this would be D computer technology
",0,Ambitious,0,0,https://brainly.com/question/988513,1455696961
"Yu-sheng, jocelyn, and juan are in three different introductory anthropology classes. yu-sheng's class takes a multiple-choice midterm. jocelyn's class takes a short-answer midterm. juan's class takes an essay midterm. which student(s) take(s) the midterm that requires the greatest depth of processing?",Social studies,"
The essay takes the greatest depth of processing because it goes beyond memorisation. According to the levels-of-processing effect, deeper levels of analysis produce more better memory effects than shallow levels of analysis. Depth of processing can be anywhere on a spectrum from shallow to deep. ",0,Helping Hand,0,0,https://brainly.com/question/9922233,1525240824
"When considering creditworthiness, which person is likely to pay the greatest credit card finance charges if they all charge the same amount each month on their cards?",Business,"
I believe it's Mary Lou because if she pays full payment on her credit card every month, then it's very likely that she will pay full payment no matter the amount of the charge on the credit card every month. 
",0,Beginner,0,0,https://brainly.com/question/9956595,1525396086
What are the teachings of Confucius and how it influenced China's government?,History,"
Confucius taught Analects which were sayings and ideas. These teachings affected government because he gave advice about warfare.
",4.7,Expert,3,1,https://brainly.com/question/9991830,1525624951
Which of Lincoln speeches discusses how the nation should proceed after the Civil War was and,History,"
In April 11 1865 he talks about life after the war and how every thing will from now on go
",0,Beginner,0,0,https://brainly.com/question/9992332,1525631929
"Rain forests clean the air by producing oxygen. Some rain forest plants have healing properties, and can be used as medicine. Rain forests also are known to affect the water cycle and weather. The threat of deforestation , however, means that these important rain forests may disappear. Which statement best describes the main idea of the paragraph? Rain forests determine the weather. Medicine can be found in the rain forest. Rain forests are important for many reasons. Rain forests are disappearing.",Computers and technology,"
Medcine can be found in the rain forest 
",0,Helping Hand,0,0,https://brainly.com/question/9959204,1525408257
A coup is a sudden overthrow of a government. Most often coups are violent. TorF,Social studies,"
This is true! A sudden violent, illegal seizure of power from a government.
",5,Ambitious,1,1,https://brainly.com/question/999802,1455897370
"The black rhinoceros of Africa is critically endangered due to poaching and its low reproductive rate. Poachers illegally kill black rhinos for their distinctive and highly valued nose horns. Which area of expertise would be helpful in changing the behavior of poachers?

A. Physics
B. Chemistry
C. Anthropology
D. Geology",Biology,"
The answer would be D) Anthropology.  Anthropology is the study of humanity, involving societies and cultures.  This relates to changing the behavior of poachers.  Hope this helps!
",5,Ambitious,2,1,https://brainly.com/question/9404375,1522351171
"Q. What is the difference between morphology and anatomy.

Plz. ans it asap.",Biology,"Morphology is the study of the structure of the human body in connection with its development and vital activity; it includes human anatomy, embryology, and histology. While anatomy is the study of organs, their topography and structure but not at microscopic level",5,Beginner,2,1,https://brainly.com/question/9923576,1525245905
